Category,Message
ham,Classification : Ok... I din get ur msg...
ham,Classification : Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Classification : Pathaya enketa maraikara pa'
ham,Classification : Even if he my friend he is a priest call him now
ham,"Classification : U so lousy, run already come back then half dead... Hee..."
ham,Classification : That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,Classification : Or remind me in a few hrs.
ham,"Classification : I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,Classification : Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,Classification : Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,Classification : Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
spam,Classification : Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,"Classification : Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
ham,Classification : Just haven't decided where yet eh ?
ham,"Classification : Wat time liao, where still got."
ham,Classification : Yes watching footie but worried we're going to blow it - Phil Neville?
ham,Classification : I wait 4 ü inside da car park...
ham,Classification : Uncle Abbey! Happy New Year. Abiola
ham,Classification : Now am free call me pa.
ham,Classification : R u saying i should re order the slippers cos i had to pay for returning it.
ham,Classification : Stop knowing me so well!
ham,Classification : Good evening! this is roger. How are you?
ham,Classification : Small problem in auction:)punj now asking tiwary
spam,Classification : Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Classification : He telling not to tell any one. If so treat for me hi hi hi
ham,Classification : My uncles in Atlanta. Wish you guys a great semester.
spam,Classification : 1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
ham,Classification : U coming 2 pick me?
ham,Classification : Thats cool. i liked your photos. You are very sexy!
ham,Classification : would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,"Classification : Haha better late than ever, any way I could swing by?"
ham,Classification : Ok. But i finish at 6.
spam,"Classification : LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
ham,Classification : I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,Classification : So no messages. Had food?
ham,Classification : Ok going to sleep. Hope i can meet her.
ham,Classification : Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,Classification : Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,Classification : You're right I have now that I think about it
ham,Classification : Wat r u doing now?
ham,Classification : Is ur lecture over?
spam,Classification : sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Classification : Customer place i will call you
ham,Classification : Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,Classification : Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
ham,"Classification : Haha I heard that, text me when you're around"
ham,Classification : I.ll get there tomorrow and send it to you
ham,"Classification : SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham,Classification : Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,Classification : CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
ham,"Classification : Sorry,  in meeting I'll call you later"
ham,Classification : Yo! Howz u? girls never rang after india. L
ham,Classification : Yeah but which is worse for i
spam,Classification : Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,Classification : I tagged MY friends that you seemed to count as YOUR friends.
spam,Classification : Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Classification : Ok...
ham,Classification : Long time. You remember me today.
ham,Classification : Havent shopping now lor i juz arrive only
ham,Classification : Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,Classification : Are you up for the challenge? I know i am :)
ham,Classification : How much did ur hdd casing cost.
ham,Classification : Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,Classification : I can't describe how lucky you are that I'm actually awake by noon
spam,Classification : This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,"Classification : TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Classification : Cheers for the card ... Is it that time of year already?
spam,"Classification : HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,"Classification : When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Classification : Ugh hopefully the asus ppl dont randomly do a reformat.
ham,"Classification : Haven't seen my facebook, huh? Lol!"
ham,"Classification : Mah b, I'll pick it up tomorrow"
ham,Classification : Still otside le..u come 2morrow maga..
ham,Classification : Do u still have plumbers tape and a wrench we could borrow?
spam,"Classification : Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,Classification : It vl bcum more difficult..
spam,Classification : UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Classification : Havent still waitin as usual... Ü come back sch oredi?
ham,Classification : In meeting da. I will call you
ham,Classification : K k :-):-) then watch some films.
ham,Classification : Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,Classification : There the size of elephant tablets & u shove um up ur ass!!
ham,"Classification : So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,"Classification : My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Classification : Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.
ham,Classification : Good morning pookie pie! Lol hope I didn't wake u up
ham,Classification : MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,Classification : Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,Classification : Howz that persons story
spam,"Classification : This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Classification : X2  &lt;#&gt; . Are you going to get that
ham,Classification : Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
spam,Classification : UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
ham,Classification : Is ur paper today in e morn or aft?
ham,Classification : I will lick up every drop :) are you ready to use your mouth as well?
ham,Classification : And you! Will expect you whenever you text! Hope all goes well tomo
ham,Classification : Great. P diddy is my neighbor and comes for toothpaste every morning
ham,"Classification : I av a new number,  . Wil u only use this one,ta."
ham,Classification : So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,Classification : 7 lor... Change 2 suntec... Wat time u coming?
ham,Classification : No de.am seeing in online shop so that i asked.
ham,Classification : Just curious because my cuz asked what I was up to
ham,Classification : Nice.nice.how is it working?
ham,Classification : Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Classification : Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,Classification : She's good. How are you. Where r u working now
ham,"Classification : Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,Classification : At home also.
ham,Classification : This phone has the weirdest auto correct.
ham,Classification : Oops my phone died and I didn't even know. Yeah I like it better.
ham,Classification : Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
ham,"Classification : She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"Classification : OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,Classification : We got a divorce. Lol. She.s here
ham,Classification : What's ur pin?
ham,"Classification : Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,Classification : I want snow. It's just freezing and windy.
spam,Classification : URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
ham,Classification : Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,Classification : Don know:)this week i'm going to tirunelvai da.
ham,Classification : Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,Classification : Its like that hotel dusk game i think. You solve puzzles in a area thing
spam,"Classification : Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,"Classification : Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,Classification : Well that must be a pain to catch
ham,Classification : Sorry da thangam.it's my mistake.
ham,Classification : I need... Coz i never go before
ham,"Classification : Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,Classification : Wife.how she knew the time of murder exactly
spam,"Classification : SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
spam,Classification : Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"Classification : I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,Classification : No plm i will come da. On the way.
ham,Classification : Guess he wants alone time. We could just show up and watch when they do..
ham,Classification : Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,Classification : Yup ü not comin :-(
ham,"Classification : Yes, princess. Toledo."
ham,"Classification : Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,Classification : Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Classification : Good. No swimsuit allowed :)
ham,Classification : Am okay. Will soon be over. All the best
ham,"Classification : A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
ham,Classification : Ok i've sent u da latest version of da project.
ham,Classification : Good Morning my Dear........... Have a great &amp; successful day.
ham,Classification : Pls accept me for one day. Or am begging you change the number.
ham,Classification : Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,"Classification : Its ok, if anybody asks abt me, u tel them..:-P"
ham,"Classification : Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,Classification : * You gonna ring this weekend or wot?
ham,Classification : Also track down any lighters you can find
ham,"Classification : Sorry, I can't help you on this."
ham,"Classification : Babe, I need your advice"
ham,"Classification : I‘ll leave around four, ok?"
ham,Classification : Come to medical college at 7pm ......forward it da
ham,Classification : K:)k..its good:)when are you going?
ham,Classification : I can make lasagna for you... vodka...
ham,Classification : HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Classification : Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,"Classification : No, but you told me you were going, before you got drunk!"
ham,Classification : He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
spam,"Classification : Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,Classification : I'm always looking for an excuse to be in the city.
ham,Classification : Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,Classification : O shore are you takin the bus
ham,Classification : So u gonna get deus ex?
ham,Classification : I will send them to your email. Do you mind  &lt;#&gt;  times per night?
spam,"Classification : 44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,Classification : tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,Classification : Ok then i come n pick u at engin?
ham,Classification : Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,Classification : Raviyog Peripherals bhayandar east
ham,Classification : K actually can you guys meet me at the sunoco on howard? It should be right on the way
spam,Classification : You have 1 new voicemail. Please call 08719181513.
ham,"Classification : MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,Classification : Just finished eating. Got u a plate. NOT leftovers this time.
ham,Classification : Thanx a lot...
ham,Classification : Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Classification : Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,Classification : Its a great day. Do have yourself a beautiful one.
ham,Classification : What happened in interview?
ham,"Classification : Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Classification : Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Classification : I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
ham,Classification : Hey you around? I've got enough for a half + the ten I owe you
ham,Classification : Hey tmr maybe can meet you at yck
ham,Classification : ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,Classification : They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,Classification : Not to worry. I'm sure you'll get it.
ham,"Classification : The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,"Classification : Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
spam,Classification : Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,Classification : My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,"Classification : I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
ham,Classification : Dear good morning how you feeling dear
ham,Classification : A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,"Classification : Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham,Classification : Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,Classification : Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
spam,Classification : Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
spam,Classification : This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,"Classification : Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Classification : Just do what ever is easier for you
spam,Classification : RCT' THNQ Adrian for U text. Rgds Vatian
ham,Classification : Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,"Classification : It'll be tough, but I'll do what I have to"
ham,Classification : IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,Classification : Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,Classification : HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
ham,"Classification : Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,Classification : But i'm surprised she still can guess right lor...
ham,Classification : Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,Classification : Oh ho. Is this the first time u use these type of words
ham,Classification : HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham,Classification : I know you are serving. I mean what are you doing now.
ham,"Classification : Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,Classification : Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
spam,"Classification : FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,Classification : I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,"Classification : No worries, hope photo shoot went well. have a spiffing fun at workage."
ham,Classification : I'm freezing and craving ice. Fml
ham,Classification : Kay... Since we are out already
ham,Classification : Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,Classification : Yo im right by yo work
ham,Classification : Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,"Classification : She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Classification : I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
ham,Classification : Nope... Juz off from work...
ham,Classification : Huh so fast... Dat means u havent finished painting?
ham,Classification : what number do u live at? Is it 11?
ham,"Classification : No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,Classification : Sac will score big hundred.he is set batsman:-)
ham,Classification : Send me yetty's number pls.
ham,Classification : How much it will cost approx . Per month.
ham,Classification : Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
spam,"Classification : You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
ham,"Classification : That's fine, have him give me a call if he knows what he wants or has any questions"
ham,"Classification : Sorry, got a late start, we're on the way"
ham,Classification : Then u go back urself lor...
ham,Classification : I AM AT THE GAS STATION. GO THERE.
ham,"Classification : K, if u bored up just come to my home.."
ham,Classification : Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,"Classification : Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,Classification : Still i have not checked it da. . .
ham,Classification : You will go to walmart. I.ll stay.
ham,"Classification : I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
ham,Classification : Oh great. I.ll disturb him more so that we can talk.
ham,Classification : Reverse is cheating. That is not mathematics.
ham,Classification : U're welcome... Caught u using broken english again...
ham,Classification : No problem baby. Is this is a good time to talk? I called and left a message.
ham,"Classification : Sorry, I'll call later"
ham,Classification : Oh is it! Which brand?
ham,Classification : Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Classification : At what time are you coming.
ham,Classification : Call him and say you not coming today ok and tell them not to fool me like this ok
ham,Classification : I emailed yifeng my part oredi.. Can ü get it fr him..
ham,Classification : R u sure they'll understand that! Wine * good idea just had a slurp!
ham,Classification : Minimum walk is 3miles a day.
ham,Classification : Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
ham,"Classification : Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,Classification : I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,Classification : Sorry I missed your call let's talk when you have the time. I'm on 07090201529
ham,Classification : Please attend the phone:)
ham,Classification : You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Classification : No messages on her phone. I'm holding it now
ham,Classification : Can... I'm free...
ham,"Classification : Yo my trip got postponed, you still stocked up?"
ham,"Classification : Sorry, I'll call later"
ham,Classification : I am waiting for your call sir.
ham,Classification : Hey what are you doing. Y no reply pa..
ham,"Classification : Hey elaine, is today's meeting still on?"
ham,Classification : Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
ham,Classification : Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Classification : Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,Classification : And now electricity just went out fml.
ham,"Classification : Looks like you found something to do other than smoke, great job!"
ham,Classification : Also andros ice etc etc
ham,Classification : :)
ham,"Classification : Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham,Classification : Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,Classification : Hows that watch resizing
ham,Classification : Dear umma she called me now :-)
ham,Classification : Just finished. Missing you plenty
spam,"Classification : complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,"Classification : Well, I meant as opposed to my drunken night of before"
ham,Classification : K... Must book a not huh? so going for yoga basic on sunday?
spam,Classification : FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,Classification : Ok can...
ham,"Classification : Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
ham,Classification : So u workin overtime nigpun?
ham,Classification : Same as kallis dismissial in 2nd test:-).
ham,Classification : O. Guess they both got screwd
spam,Classification : Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,"Classification : I'm in a meeting, call me later at"
ham,Classification : What r u cooking me for dinner?
ham,Classification : Ok thanx...
ham,Classification : Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,Classification : Then i buy.
spam,Classification : URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
ham,Classification : Heehee that was so funny tho
ham,Classification : It only does simple arithmetic not percentages.
ham,"Classification : Yeah we wouldn't leave for an hour at least, how's 4 sound?"
spam,"Classification : As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham,Classification : Thanks honey. Have a great day.
ham,"Classification : An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham,Classification : Good night my dear.. Sleepwell&amp;Take care
ham,Classification : Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
ham,"Classification : Jus chillaxin, what up"
ham,Classification : HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
ham,"Classification : Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
spam,Classification : Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
ham,"Classification : Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
ham,Classification : Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham,Classification : Only once then after ill obey all yours.
ham,Classification : No she didnt. I will search online and let you know.
ham,Classification : Where do you need to go to get it?
ham,Classification : No pic. Please re-send.
ham,Classification : He remains a bro amongst bros
ham,Classification : Uhhhhrmm isnt having tb test bad when youre sick
ham,Classification : But i haf enuff space got like 4 mb...
spam,Classification : LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
spam,Classification : Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
spam,"Classification : As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
spam,Classification : Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,Classification : Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
spam,Classification : Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
spam,Classification : Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
ham,Classification : True. Its easier with her here.
ham,Classification : Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,Classification : Haha okay... Today weekend leh...
ham,Classification : Hi darlin did youPhone me? Im atHome if youwanna chat.
ham,Classification : I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,Classification : You've always been the brainy one.
ham,Classification : Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
spam,Classification : Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,"Classification : Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
ham,Classification : Sending you greetings of joy and happiness. Do have a gr8 evening
ham,Classification : Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
ham,Classification : If india win or level series means this is record:)
ham,Classification : Then what about further plan?
ham,Classification : Its good to hear from you
ham,"Classification : awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,Classification : What time you thinkin of goin?
spam,Classification : Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
